date,time (UTC+1),title,artists,description,venue,ticket_type,venue_type,is_streaming,ticket_price_gbp,interested,categories,short_url,long_url
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,13,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-11,20:15,24. Over Silent Lands (second performance),"Imogen Cooper
Ian Bostridge
Siân Dicker
Krystal Tunnicliffe","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 22. This performance will be in-person and livestreamed.
 
Ian Bostridge and Dame Imogen Cooper perform a glorious programme of Beethoven and Schumann. Alongside several other songs by Beethoven, they include his song cycle An die ferne Geliebte...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,evening,/event/1286,https://www.oxfordlieder.co.uk/event/1286
2021-10-12,11:00,25a. Wandering Winter Poets: Heine & Müller,"Malachy Frame
Joanna Neilly
Satoshi Kubo","This event is in two parts. One ticket give you access to both parts.
25a: 11am - 12pm, Wandering Winter Poets: Heine & Müller
25b: 3.15pm - 4.15pm, The Wanderer
Click here for details about part 2 (event 25b). 
“I am vain enough to think that one day, when we are both gone, my name will be mentioned alongside yours.” Thus wrote Heinrich Hei...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,15,0,study-event,/event/1288,https://www.oxfordlieder.co.uk/event/1288
2021-10-12,11:00,25a. Wandering Winter Poets: Heine & Müller,"Malachy Frame
Joanna Neilly
Satoshi Kubo","This event is in two parts. One ticket give you access to both parts.
25a: 11am - 12pm, Wandering Winter Poets: Heine & Müller
25b: 3.15pm - 4.15pm, The Wanderer
Click here for details about part 2 (event 25b). 
“I am vain enough to think that one day, when we are both gone, my name will be mentioned alongside yours.” Thus wrote Heinrich Hei...",Jacqueline du Pré Music Building,General Admission,In-person only,0,12,0,study-event,/event/1288,https://www.oxfordlieder.co.uk/event/1288
2021-10-12,11:00,25a. Wandering Winter Poets: Heine & Müller,"Malachy Frame
Joanna Neilly
Satoshi Kubo","This event is in two parts. One ticket give you access to both parts.
25a: 11am - 12pm, Wandering Winter Poets: Heine & Müller
25b: 3.15pm - 4.15pm, The Wanderer
Click here for details about part 2 (event 25b). 
“I am vain enough to think that one day, when we are both gone, my name will be mentioned alongside yours.” Thus wrote Heinrich Hei...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,5,0,study-event,/event/1288,https://www.oxfordlieder.co.uk/event/1288
2021-10-12,13:00,"26. Heine, Schumann & Brahms","Marcelo Amaral
Konstantin Krimmel","Konstantin Krimmel is one of today’s most exciting young baritones and was recently appointed a BBC New Generation Artist. With pianist Marcelo Amaral, he performs Schumann’s Liederkreis Op.24, an exquisite collection of settings of Heinrich Heine that follows on from this morning’s Song Connections event. A wonderful group of Brahms songs include further Heine ...",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,23,0,lunchtime,/event/1289,https://www.oxfordlieder.co.uk/event/1289
2021-10-12,13:00,"26. Heine, Schumann & Brahms","Marcelo Amaral
Konstantin Krimmel","Konstantin Krimmel is one of today’s most exciting young baritones and was recently appointed a BBC New Generation Artist. With pianist Marcelo Amaral, he performs Schumann’s Liederkreis Op.24, an exquisite collection of settings of Heinrich Heine that follows on from this morning’s Song Connections event. A wonderful group of Brahms songs include further Heine ...",Saint John the Evangelist,Seating Area A,In-person only,0,20,0,lunchtime,/event/1289,https://www.oxfordlieder.co.uk/event/1289
2021-10-12,13:00,"26. Heine, Schumann & Brahms","Marcelo Amaral
Konstantin Krimmel","Konstantin Krimmel is one of today’s most exciting young baritones and was recently appointed a BBC New Generation Artist. With pianist Marcelo Amaral, he performs Schumann’s Liederkreis Op.24, an exquisite collection of settings of Heinrich Heine that follows on from this morning’s Song Connections event. A wonderful group of Brahms songs include further Heine ...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,15,0,lunchtime,/event/1289,https://www.oxfordlieder.co.uk/event/1289
2021-10-12,13:00,"26. Heine, Schumann & Brahms","Marcelo Amaral
Konstantin Krimmel","Konstantin Krimmel is one of today’s most exciting young baritones and was recently appointed a BBC New Generation Artist. With pianist Marcelo Amaral, he performs Schumann’s Liederkreis Op.24, an exquisite collection of settings of Heinrich Heine that follows on from this morning’s Song Connections event. A wonderful group of Brahms songs include further Heine ...",Saint John the Evangelist,Seating Area B,In-person only,0,12,0,lunchtime,/event/1289,https://www.oxfordlieder.co.uk/event/1289
2021-10-12,13:00,"26. Heine, Schumann & Brahms","Marcelo Amaral
Konstantin Krimmel","Konstantin Krimmel is one of today’s most exciting young baritones and was recently appointed a BBC New Generation Artist. With pianist Marcelo Amaral, he performs Schumann’s Liederkreis Op.24, an exquisite collection of settings of Heinrich Heine that follows on from this morning’s Song Connections event. A wonderful group of Brahms songs include further Heine ...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,lunchtime,/event/1289,https://www.oxfordlieder.co.uk/event/1289
2021-10-12,13:00,"26. Heine, Schumann & Brahms","Marcelo Amaral
Konstantin Krimmel","Konstantin Krimmel is one of today’s most exciting young baritones and was recently appointed a BBC New Generation Artist. With pianist Marcelo Amaral, he performs Schumann’s Liederkreis Op.24, an exquisite collection of settings of Heinrich Heine that follows on from this morning’s Song Connections event. A wonderful group of Brahms songs include further Heine ...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,lunchtime,/event/1289,https://www.oxfordlieder.co.uk/event/1289
2021-10-12,17:30,27. Schubert: Songs of the Sea (first performance),"Sholto Kynoch
Dietrich Henschel
Lucy Colquhoun
Polly Leech","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. Schubert: Songs of the Sea and Schubert: Winterreise follow a slightly different pattern to the other repeated performances during the festival. This 5.30pm performance will be in-person only. Please see Event 35 for information on the in-person and livestreamed performance THE FOLLOWING DAY at 8....",Saint John the Evangelist,Seating Area A,In-person & Streaming (Digital Concert Hall),1,38,0,early-evening,/event/1290,https://www.oxfordlieder.co.uk/event/1290
2021-10-12,17:30,27. Schubert: Songs of the Sea (first performance),"Sholto Kynoch
Dietrich Henschel
Lucy Colquhoun
Polly Leech","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. Schubert: Songs of the Sea and Schubert: Winterreise follow a slightly different pattern to the other repeated performances during the festival. This 5.30pm performance will be in-person only. Please see Event 35 for information on the in-person and livestreamed performance THE FOLLOWING DAY at 8....",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,early-evening,/event/1290,https://www.oxfordlieder.co.uk/event/1290
